# SRC: TARGET_NAME 
# RA: 17 h 45 m 40.0410 s
# DEC: -29 deg  0 m 28.1180 s
# MJD: 0.1111 - 0.7950 
# RF: 227.2970 GHz 
# BW: 4.0960 GHz 
# PHASECAL: 1 
# AMPCAL: 1 
# ----------------------------------------------------------------
# Site       X(m)             Y(m)             Z(m)           SEFD
# ALMA50     2225037.18510   -5441199.16200   -2479303.46290  110.0000 
# SMTO      -1828796.20000   -5054406.80000    3427865.20000  11900.0000 
# LMT        -768713.96370   -5988541.79820    2063275.94720  560.0000 
# Hawaii8   -5464523.40000   -2493147.08000    2150611.75000  4900.0000 
# PV         5088967.90000    -301681.60000    3825015.80000  2900.0000 
# PdBI       4523998.40000     468045.24000    4460309.76000  1600.0000 
# SPT              0.00000          0.00000   -6359587.30000  7300.0000 
# GLT        1500692.00000   -1191735.00000    6066409.00000  4744.0000 
# ----------------------------------------------------------------
# time (hr) tint    T1     T2    Elev1   Elev2  Tau1   Tau2   U (lambda)       V (lambda)         Iamp (Jy)    Iphase(d)  Qamp (Jy)    Qphase(d)   Uamp (Jy)    Uphase(d)   sigma (Jy)
14.05555556 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   1921926040.0000  8311062620.0000    0.02369900  -143.2530   0.00000000     0.0000    0.00000000     0.0000    0.03256000
14.05555556 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3320401890.0000   494834070.0000    0.07329500  -140.4269   0.00000000     0.0000    0.00000000     0.0000    0.02668000
14.05555556 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   4225886140.0000  3342058310.0000    0.01144400  -161.4421   0.00000000     0.0000    0.00000000     0.0000    0.00313000
14.05555556 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -5624361990.0000  4474170240.0000    0.00503300  -148.9703   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
14.05555556 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -1229721790.0000  3997875390.0000    0.01010800  -160.4208   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
14.05555556 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -2303960100.0000  4969004310.0000    0.00730200   -53.2490   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
14.05555556 10.00   SMTO    LMT  0.00   0.00  0.00   0.00  -1074238310.0000   971128920.0000    0.00970000  -170.6629   0.00000000     0.0000    0.00000000     0.0000    0.00902000
14.05833333 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   1924576380.0000  8310382520.0000    0.01158400   137.5371   0.00000000     0.0000    0.00000000     0.0000    0.03256000
14.05833333 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -1395283720.0000  7816722510.0000    0.03402600  -137.3963   0.00000000     0.0000    0.00000000     0.0000    0.02090000
14.05833333 10.00    LMT    SPT  0.00   0.00  0.00   0.00   2998726950.0000  7338873750.0000    0.00732300  -145.0301   0.00000000     0.0000    0.00000000     0.0000    0.00706000
14.05833333 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4394010670.0000   477848750.0000    0.03006100   -15.6597   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
14.05833333 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3319860100.0000   493660020.0000    0.05836000  -165.2495   0.00000000     0.0000    0.00000000     0.0000    0.02668000
14.05833333 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -2302430400.0000  4969818760.0000    0.01038900  -119.7754   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
14.05833333 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   4227006780.0000  3340563770.0000    0.01305400  -164.2656   0.00000000     0.0000    0.00000000     0.0000    0.00313000
14.05833333 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -5622290500.0000  4476158740.0000    0.00560500   157.8613   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
14.05833333 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -1228279830.0000  3998309980.0000    0.01020500  -159.4385   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
14.05833333 10.00   SMTO    LMT  0.00   0.00  0.00   0.00  -1074150570.0000   971508770.0000    0.00531700   -96.9532   0.00000000     0.0000    0.00000000     0.0000    0.00902000
14.06111111 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   1927225680.0000  8309701490.0000    0.03182500   -29.4708   0.00000000     0.0000    0.00000000     0.0000    0.03256000
14.06111111 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -1392090860.0000  7817215340.0000    0.01337800   -91.2411   0.00000000     0.0000    0.00000000     0.0000    0.02090000
14.06111111 10.00    LMT    SPT  0.00   0.00  0.00   0.00   3001287940.0000  7337812900.0000    0.00699500    69.9641   0.00000000     0.0000    0.00000000     0.0000    0.00706000
14.06111111 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4393378800.0000   479402430.0000    0.02281200   -30.9074   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
14.06111111 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3319316540.0000   492486160.0000    0.06365300  -119.4025   0.00000000     0.0000    0.00000000     0.0000    0.02668000
14.06111111 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -2300899490.0000  4970632660.0000    0.01017400   -49.1029   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
14.06111111 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   4228125170.0000  3339068840.0000    0.00964000  -149.4724   0.00000000     0.0000    0.00000000     0.0000    0.00313000
14.06111111 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -5620216030.0000  4478146500.0000    0.00241500   145.4357   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
14.06111111 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -1226837230.0000  3998744070.0000    0.00988800  -160.9528   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
14.06111111 10.00   SMTO    LMT  0.00   0.00  0.00   0.00  -1074062260.0000   971888590.0000    0.02185200  -132.4508   0.00000000     0.0000    0.00000000     0.0000    0.00902000
14.06388889 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -1388897260.0000  7817707040.0000    0.01128500   166.3335   0.00000000     0.0000    0.00000000     0.0000    0.02090000
14.06388889 10.00    LMT    SPT  0.00   0.00  0.00   0.00   3003847340.0000  7336751150.0000    0.01187500    46.1926   0.00000000     0.0000    0.00000000     0.0000    0.00706000
14.06388889 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4392744600.0000   480955890.0000    0.03020200   -35.3538   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
14.06388889 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   1929873960.0000  8309019530.0000    0.03127100  -146.3234   0.00000000     0.0000    0.00000000     0.0000    0.03256000
14.06388889 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3318771220.0000   491312490.0000    0.08455300  -109.6848   0.00000000     0.0000    0.00000000     0.0000    0.02668000
14.06388889 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   4229241310.0000  3337573510.0000    0.01098200  -127.4307   0.00000000     0.0000    0.00000000     0.0000    0.00313000
14.06388889 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -5618138570.0000  4480133530.0000    0.00211900  -119.7950   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
14.06388889 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -1225393970.0000  3999177640.0000    0.01098300  -153.0050   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
14.06388889 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -2299367350.0000  4971446020.0000    0.00834900  -111.8969   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
14.06388889 10.00   SMTO    LMT  0.00   0.00  0.00   0.00  -1073973380.0000   972268380.0000    0.00888000   -34.9660   0.00000000     0.0000    0.00000000     0.0000    0.00902000
14.06666667 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   1932521220.0000  8308336630.0000    0.06149200  -166.1163   0.00000000     0.0000    0.00000000     0.0000    0.03256000
14.06666667 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -1385702910.0000  7818197610.0000    0.00755100    60.0670   0.00000000     0.0000    0.00000000     0.0000    0.02090000
14.06666667 10.00    LMT    SPT  0.00   0.00  0.00   0.00   3006405150.0000  7335688490.0000    0.00623600    41.3075   0.00000000     0.0000    0.00000000     0.0000    0.00706000
14.06666667 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4392108060.0000   482509120.0000    0.03499200    -4.7296   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
14.06666667 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3318224140.0000   490139020.0000    0.02885400   -37.0786   0.00000000     0.0000    0.00000000     0.0000    0.02668000
14.06666667 10.00   SMTO    LMT  0.00   0.00  0.00   0.00  -1073883920.0000   972648140.0000    0.03123700  -135.6480   0.00000000     0.0000    0.00000000     0.0000    0.00902000
14.06666667 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   4230355200.0000  3336077780.0000    0.01638700  -160.9093   0.00000000     0.0000    0.00000000     0.0000    0.00313000
14.06666667 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -5616058120.0000  4482119830.0000    0.00949300  -131.6008   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
14.06666667 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -1223950060.0000  3999610710.0000    0.01131800  -162.8968   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
14.06666667 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -2297833980.0000  4972258840.0000    0.00974000   -76.9554   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
14.06944444 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -1382507840.0000  7818687050.0000    0.03176700   124.9217   0.00000000     0.0000    0.00000000     0.0000    0.02090000
14.06944444 10.00    LMT    SPT  0.00   0.00  0.00   0.00   3008961350.0000  7334624920.0000    0.00148100  -102.2664   0.00000000     0.0000    0.00000000     0.0000    0.00706000
14.06944444 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4391469190.0000   484062120.0000    0.02428300     4.2276   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
14.06944444 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   1935167450.0000  8307652790.0000    0.03972300  -104.6018   0.00000000     0.0000    0.00000000     0.0000    0.03256000
14.06944444 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3317675290.0000   488965740.0000    0.03329700   171.5301   0.00000000     0.0000    0.00000000     0.0000    0.02668000
14.06944444 10.00   SMTO    LMT  0.00   0.00  0.00   0.00  -1073793900.0000   973027870.0000    0.00119300   146.3476   0.00000000     0.0000    0.00000000     0.0000    0.00902000
14.06944444 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   4231466840.0000  3334581670.0000    0.01251000  -157.0895   0.00000000     0.0000    0.00000000     0.0000    0.00313000
14.06944444 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -5613974680.0000  4484105380.0000    0.00377500   -70.5581   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
14.06944444 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -1222505500.0000  4000043260.0000    0.01121500  -162.0323   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
14.06944444 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -2296299400.0000  4973071120.0000    0.00424200  -166.0843   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
14.07222222 10.00    LMT    SPT  0.00   0.00  0.00   0.00   3011515950.0000  7333560460.0000    0.00351600    10.9138   0.00000000     0.0000    0.00000000     0.0000    0.00706000
14.07222222 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4390827980.0000   485614900.0000    0.01565600   -35.4589   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
14.07222222 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   1937812640.0000  8306968020.0000    0.06114700   -61.2762   0.00000000     0.0000    0.00000000     0.0000    0.03256000
14.07222222 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3317124680.0000   487792660.0000    0.07542500   172.9041   0.00000000     0.0000    0.00000000     0.0000    0.02668000
14.07222222 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -1379312030.0000  7819175360.0000    0.01774300    81.9413   0.00000000     0.0000    0.00000000     0.0000    0.02090000
14.07222222 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   4232576230.0000  3333085160.0000    0.00962000  -167.6038   0.00000000     0.0000    0.00000000     0.0000    0.00313000
14.07222222 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -5611888270.0000  4486090200.0000    0.00576600  -137.2003   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
14.07222222 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -1221060290.0000  4000475300.0000    0.01165000  -156.1312   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
14.07222222 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -2294763590.0000  4973882860.0000    0.01265300   -98.7280   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
14.07222222 10.00   SMTO    LMT  0.00   0.00  0.00   0.00  -1073703300.0000   973407560.0000    0.01546300   -99.1988   0.00000000     0.0000    0.00000000     0.0000    0.00902000
14.07500000 10.00    LMT    SPT  0.00   0.00  0.00   0.00   3014068950.0000  7332495080.0000    0.01197600   170.5360   0.00000000     0.0000    0.00000000     0.0000    0.00706000
14.07500000 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4390184430.0000   487167460.0000    0.02464100     1.6758   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
14.07500000 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   1940456820.0000  8306282310.0000    0.01367000    60.0842   0.00000000     0.0000    0.00000000     0.0000    0.03256000
14.07500000 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3316572300.0000   486619760.0000    0.05401200  -102.1959   0.00000000     0.0000    0.00000000     0.0000    0.02668000
14.07500000 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -1376115480.0000  7819662540.0000    0.03968700   129.6753   0.00000000     0.0000    0.00000000     0.0000    0.02090000
14.07500000 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   4233683380.0000  3331588250.0000    0.01543800  -137.9619   0.00000000     0.0000    0.00000000     0.0000    0.00313000
14.07500000 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -5609798860.0000  4488074290.0000    0.00457400   154.3412   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
14.07500000 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -1219614430.0000  4000906830.0000    0.01082400  -165.8822   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
14.07500000 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -2293226560.0000  4974694050.0000    0.00468600  -104.0526   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
14.07500000 10.00   SMTO    LMT  0.00   0.00  0.00   0.00  -1073612130.0000   973787220.0000    0.02494300  -154.5620   0.00000000     0.0000    0.00000000     0.0000    0.00902000
14.07777778 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -1372918200.0000  7820148590.0000    0.01605500    20.9648   0.00000000     0.0000    0.00000000     0.0000    0.02090000
14.07777778 10.00    LMT    SPT  0.00   0.00  0.00   0.00   3016620350.0000  7331428810.0000    0.01135900    68.6866   0.00000000     0.0000    0.00000000     0.0000    0.00706000
14.07777778 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4389538550.0000   488719780.0000    0.02230400   -10.6460   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
14.07777778 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   1943099950.0000  8305595660.0000    0.05277100   -98.0170   0.00000000     0.0000    0.00000000     0.0000    0.03256000
14.07777778 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3316018160.0000   485447070.0000    0.03970500  -120.4658   0.00000000     0.0000    0.00000000     0.0000    0.02668000
14.07777778 10.00   SMTO    LMT  0.00   0.00  0.00   0.00  -1073520400.0000   974166850.0000    0.02939200  -126.7654   0.00000000     0.0000    0.00000000     0.0000    0.00902000
14.07777778 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -5607706470.0000  4490057630.0000    0.00534500  -163.1126   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
14.07777778 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -1218167920.0000  4001337850.0000    0.01119200  -154.7489   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
14.07777778 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -2291688320.0000  4975504700.0000    0.00284800   -59.7114   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
14.07777778 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   4234788270.0000  3330090960.0000    0.01793700  -164.4746   0.00000000     0.0000    0.00000000     0.0000    0.00313000
14.08055556 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   1945742050.0000  8304908090.0000    0.02610900    35.9364   0.00000000     0.0000    0.00000000     0.0000    0.03256000
14.08055556 10.00    LMT    SPT  0.00   0.00  0.00   0.00   3019170140.0000  7330361640.0000    0.00980000    16.4623   0.00000000     0.0000    0.00000000     0.0000    0.00706000
14.08055556 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4388890340.0000   490271870.0000    0.02629700    -1.3315   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
14.08055556 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3315462250.0000   484274580.0000    0.01812800  -108.1318   0.00000000     0.0000    0.00000000     0.0000    0.02668000
14.08055556 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -1369720200.0000  7820633510.0000    0.02324800  -139.7283   0.00000000     0.0000    0.00000000     0.0000    0.02090000
14.08055556 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   4235890910.0000  3328593280.0000    0.00983100  -152.9297   0.00000000     0.0000    0.00000000     0.0000    0.00313000
14.08055556 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -5605611110.0000  4492040230.0000    0.00476400  -159.2937   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
14.08055556 10.00    LMT ALMA50  0.00   0.00  0.00   0.00  -1216720760.0000  4001768360.0000    0.01187100  -161.3170   0.00000000    -0.0000    0.00000000    -0.0000    0.00087000
14.08055556 10.00   SMTO ALMA50  0.00   0.00  0.00   0.00  -2290148850.0000  4976314800.0000    0.00894600   -93.0477   0.00000000    -0.0000    0.00000000    -0.0000    0.00400000
14.08055556 10.00   SMTO    LMT  0.00   0.00  0.00   0.00  -1073428090.0000   974546450.0000    0.01952100   133.1733   0.00000000     0.0000    0.00000000     0.0000    0.00902000
14.33333333 10.00 Hawaii8    SPT  0.00   0.00  0.00   0.00  -1075867220.0000  7859996270.0000    0.04860900   -57.6678   0.00000000     0.0000    0.00000000     0.0000    0.02090000
14.33333333 10.00    LMT    SPT  0.00   0.00  0.00   0.00   3244313400.0000  7229548220.0000    0.01298900   -39.5662   0.00000000     0.0000    0.00000000     0.0000    0.00706000
14.33333333 10.00 Hawaii8    LMT  0.00   0.00  0.00   0.00  -4320180630.0000   630448050.0000    0.01742100   -23.3718   0.00000000    -0.0000    0.00000000    -0.0000    0.00579000
14.33333333 10.00   SMTO    SPT  0.00   0.00  0.00   0.00   2181667710.0000  8238475680.0000    0.06813700   -54.7589   0.00000000     0.0000    0.00000000     0.0000    0.03256000
14.33333333 10.00   SMTO Hawaii8  0.00   0.00  0.00   0.00   3257534930.0000   378479410.0000    0.06454800  -138.4232   0.00000000     0.0000    0.00000000     0.0000    0.02668000
14.33333333 10.00   SMTO    LMT  0.00   0.00  0.00   0.00  -1062645690.0000  1008927460.0000    0.00209600  -131.1591   0.00000000     0.0000    0.00000000     0.0000    0.00902000
14.33333333 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00   4326732240.0000  3190774240.0000    0.01899000  -160.2543   0.00000000     0.0000    0.00000000     0.0000    0.00313000
14.33333333 10.00 Hawaii8 ALMA50  0.00   0.00  0.00   0.00  -5402599460.0000  4669222030.0000    0.00421500  -153.1318   0.00000000    -0.0000    0.00000000    -0.0000    0.00257000
